"","avg_2018","avg_2019","bar_name","municipal","avg_2018_percent","avg_2019_percent"
"2193",1.8,3.2,"Bus Sea St @ Pearl St","Weymouth",0,0
"2194",3.7,6.9,"Bus Sea St @ North St","Weymouth",0,0
"2195",0.8,0,"Bus North St opp Curtis St","Weymouth",0,0
"2196",0.2,0.1,"Bus North St @ Pearl St","Weymouth",0,0
"2197",0.5,0.2,"Bus North St opp Moreland Rd","Weymouth",0,0
"2198",0.1,0.1,"Bus North St @ Saning Rd","Weymouth",0,0
"2199",0.3,0.2,"Bus North St opp Colasanti Rd","Weymouth",0,0
"2200",0.8,0.9,"Bus North St @ Abigail Adams Circle","Weymouth",0,0
"2201",1.7,2.7,"Bus North St @ Church St","Weymouth",0,0
"2202",0,0,"Bus North St @ Commercial St","Weymouth",0,0
"2203",0.5,0.2,"Bus Middle St @ Commercial St","Weymouth",0,0
"2204",0.3,0,"Bus Middle St @ Gilbert Rd","Weymouth",0,0
"2205",0.2,0.4,"Bus Middle St @ Academy Ave","Weymouth",0,0
"2206",0.5,0.1,"Bus Middle St opp Maple St","Weymouth",0,0
"2207",0.9,1,"Bus Middle St @ Broad St","Weymouth",0,0
"2208",0,0.1,"Bus 601 Broad St opp Cain Ave","Weymouth",0,0
"2209",1.5,1.3,"Bus 617 Broad St","Weymouth",0,0
"2210",0,0.1,"Bus Broad St @ Fairmount Ave","Weymouth",0,0
"2211",0.6,0.1,"Bus Broad St @ Hillcrest Rd","Weymouth",0,0
"2212",0.8,0.3,"Bus Broad St @ Shawmut St","Weymouth",0,0
"2213",1.4,1.2,"Bus Pleasant St @ Water St","Weymouth",0,0
"2214",13,13.7,"Bus Water St @ Commercial St","Weymouth",0,0
"2215",21.6,21.6,"Bus Broad St @ Commercial St","Weymouth",0,0
"2216",10.5,12.2,"Bus Broad St opp Shawmut St","Weymouth",0,0
"2217",0.2,0.3,"Bus Broad St @ Cottage St","Weymouth",0,0
"2218",16.3,12.9,"Bus Broad St opp Hillcrest Rd","Weymouth",0,0
"2219",9.3,8.1,"Bus Broad St @ Madison St","Weymouth",0,0
"2220",6.3,8,"Bus Opp 617 Broad St","Weymouth",0,0
"2221",3.8,4.1,"Bus Broad St @ Cain Ave","Weymouth",0,0
"2222",46,54.1,"Bus Middle St @ Broad St","Weymouth",0,0
"2223",12.2,7.1,"Bus Middle St @ Maple St","Weymouth",0,0
"2224",2,3.1,"Bus Middle St opp Academy Ave","Weymouth",0,0
"2225",5.2,7.7,"Bus Middle St opp Gilbert Rd","Weymouth",0,0
"2226",5.6,3.4,"Bus Middle St @ Commercial St","Weymouth",0,0
"2227",3.8,6,"Bus North St opp Commercial St","Weymouth",0,0
"2228",11,7.3,"Bus North St @ Green St","Weymouth",0,0
"2229",10.4,13.5,"Bus North St @ East St","Weymouth",0,0
"2230",4.1,3.5,"Bus North St @ Colasanti Rd","Weymouth",0,0
"2231",2.1,6.5,"Bus North St opp Saning Rd","Weymouth",0,0
"2232",3.5,4.1,"Bus North St @ Moreland Rd","Weymouth",0,0
"2233",0.1,0,"Bus North St opp Pearl St","Weymouth",0,0
"2234",3.3,1.1,"Bus North St @ Curtis St","Weymouth",0,0
"2235",20.5,20.9,"Bus Sea St @ North St","Weymouth",0,0
"2236",10.5,8.5,"Bus Sea St opp Pearl St","Weymouth",0,0
"2237",1.9,2.5,"Bus Sea St @ Bridge St","Weymouth",0,0
"2238",5.3,7.4,"Bus Washington St @ Richmond St","Weymouth",0,0
"2239",11.2,7.3,"Bus Washington St @ Prospect St","Weymouth",0,0
"2240",19.3,20.6,"Bus Commercial St opp Brookside Rd","Weymouth",0,0
"2241",87.8,71.7,"Bus Quincy Ave @ Weymouth Landing","Braintree",0,0
"2242",9.5,8.6,"Bus Quincy Ave @ Gordon Rd","Braintree",0,0
"2243",11.5,11.5,"Bus Quincy Ave @ Edge Hill Rd","Braintree",0,0
"2244",7.9,6.5,"Bus 155 Quincy Ave","Braintree",0,0
"2245",25.2,27,"Bus Quincy Ave @ Audubon Ave","Braintree",0,0
"2246",16.8,7.4,"Bus Quincy Ave opp Cotton Ave","Braintree",0,0
"2247",27.8,17.4,"Bus Quincy Ave @ Harbor Villa Ave","Braintree",0,0
"2248",8.4,10.8,"Bus Quincy Ave opp Dewey Rd","Braintree",0,0
"2249",7.7,7.6,"Bus Quincy Ave @ Patten Ave","Braintree",0,0
"2250",35.8,33.3,"Bus Quincy Ave @ E Howard St","Quincy",0,0
"2251",205.6,178.8,"Bus Quincy Ave @ Southern Artery","Quincy",0,0
"2252",124.2,114.5,"Bus 354 Quincy Ave","Quincy",0,0
"2253",18.8,19.7,"Bus Quincy Ave @ Charlesmount Ave","Quincy",0,0
"2254",29.5,21.9,"Bus Quincy Ave opp President Plaza","Quincy",0,0
"2255",9,9.6,"Bus Quincy Ave opp Faxon Park Rd","Quincy",0,0
"2256",93.1,83,"Bus Quincy Ave @ Scammell St","Quincy",0,0
"2257",7.9,8.3,"Bus Quincy Ave opp Water St","Quincy",0,0
"2258",0.9,3.7,"Bus Pearl St @ Ivory Plaza","Braintree",0,0
"2259",4.9,4.6,"Bus Pearl St @ Washington St","Braintree",0,0
"2260",1.2,1,"Bus Franklin St @ Washington St","Braintree",0,0
"2261",0,0.2,"Bus Franklin St @ Summer St","Braintree",0,0
"2262",20.9,16.7,"Bus Quincy Ave @ School St","Quincy",0,0
"2263",10.4,10.3,"Bus Quincy Ave @ Water St","Quincy",0,0
"2264",7.9,6.7,"Bus Quincy Ave @ Blanchard Rd","Quincy",0,0
"2265",0.5,0.1,"Bus Quincy Ave @ Faxon Park Rd","Quincy",0,0
"2266",2.3,3.4,"Bus Quincy Ave opp Richard St","Quincy",0,0
"2267",1.2,0.4,"Bus Quincy Ave @ President Plaza","Quincy",0,0
"2268",3.4,5.5,"Bus Quincy Ave opp Charlesmount Ave","Quincy",0,0
"2269",23,21.8,"Bus Quincy Ave @ Southern Artery","Quincy",0,0
"2270",5.9,5.4,"Bus Quincy Ave @ W Howard St","Quincy",0,0
"2271",1.1,1.5,"Bus Quincy Ave @ Quirk Chevrolet","Braintree",0,0
"2272",0.2,0.5,"Bus Quincy Ave @ Dewey Rd","Braintree",0,0
"2273",1.6,0.7,"Bus Quincy Ave @ Hayward St","Braintree",0,0
"2274",2.5,2.4,"Bus Quincy Ave @ Cotton Ave","Braintree",0,0
"2275",2.9,1.3,"Bus Opp 197 Quincy Ave","Braintree",0,0
"2276",1.1,1.1,"Bus Quincy Ave @ Edgemont Rd","Braintree",0,0
"2277",0.7,0.2,"Bus Quincy Ave @ Cedar Cliff Rd","Braintree",0,0
"2278",0.3,0.1,"Bus Quincy Ave @ Allen St","Braintree",0,0
"2279",4.8,7.3,"Bus Quincy Ave @ Commercial St","Braintree",0,0
"2280",7.5,9.4,"Bus Front St @ Commercial St","Weymouth",0,0
"2281",0.2,0.8,"Bus Front St @ Elmwood Pk","Weymouth",0,0
"2282",2.4,2.5,"Bus Front St @ Glines Ave","Weymouth",0,0
"2283",3.8,4.9,"Bus Front St @ Sterling St","Weymouth",0,0
"2284",0.3,0,"Bus Summer St @ Walnut Ave","Weymouth",0,0
"2285",1.7,1.3,"Bus Summer St @ Harland Rd","Weymouth",0,0
"2286",7.4,7.7,"Bus Federal St @ Summer St","Weymouth",0,0
"2287",2.1,1.2,"Bus Federal St @ Front St","Weymouth",0,0
"2288",25.3,23.2,"Bus Federal St @ Washington St","Weymouth",0,0
"2289",8.3,5.5,"Bus 396 Washington St","Weymouth",0,0
"2290",3.5,2.9,"Bus Washington St @ King Ave","Weymouth",0,0
"2291",12.2,10.9,"Bus Washington St @ Kensington Rd","Weymouth",0,0
"2292",73.9,73.8,"Bus Washington St @ Broad St","Weymouth",0,0
"2293",7.3,8.5,"Bus Scammell St @ Martensen St","Quincy",0,0
"2294",3.2,1.7,"Bus Scammell St @ Mary St","Quincy",0,0
"2295",1,1.3,"Bus South St @ Keating St","Quincy",0,0
"2296",0.4,1,"Bus South St opp Winthrop Pk","Quincy",0,0
"2297",2,1.7,"Bus South St opp Main St","Quincy",0,0
"2298",2.5,2.4,"Bus South St opp Arnold St","Quincy",0,0
"2299",8.4,8.3,"Bus South St @ Southern Artery","Quincy",0,0
"2300",14.8,10.5,"Bus South St @ Main St","Quincy",0,0
"2301",9.6,9.6,"Bus South St @ Winthrop Pk","Quincy",0,0
"2302",16.4,16.5,"Bus South St opp Keating St","Quincy",0,0
"2303",4.1,8.1,"Bus Scammell St @ Dysart St","Quincy",0,0
"2304",5,8.2,"Bus Franklin St opp Pearl St","Quincy",0,0
"2305",1.9,5,"Bus Franklin St @ Presidents Ave","Quincy",0,0
"2306",2.8,4,"Bus Independence Ave @ Goddard St","Quincy",0,0
"2307",3.8,1.2,"Bus Independence Ave @ Lawry St","Quincy",0,0
"2308",0.6,0.7,"Bus Independence Ave @ Federal Ave","Quincy",0,0
"2309",2.7,59.2,"Bus Independence Ave opp Verchild St","Quincy",0,0
"2310",6.9,1.9,"Bus Independence Ave opp Lurton St","Quincy",0,0
"2311",2.3,2.4,"Bus 41 Independence Ave","Braintree",0,0
"2312",4.5,6.4,"Bus Independence Ave @ Centre St","Braintree",0,0
"2313",1.8,5.2,"Bus Washington St @ Common St","Braintree",0,0
"2314",3.8,4.8,"Bus Washington St opp School St","Braintree",0,0
"2315",3.8,2.1,"Bus Washington St @ Elm St","Braintree",0,0
"2316",7.3,9.3,"Bus Washington St opp River St","Braintree",0,0
"2317",0.7,0.2,"Bus Washington St opp Soper House Ln","Braintree",0,0
"2318",5.7,6,"Bus Washington St @ Holllis Ave","Braintree",0,0
"2319",1.6,1.6,"Bus Washington St @ Montiquot Ave","Braintree",0,0
"2320",4.1,4.3,"Bus Washington St @ West St","Braintree",0,0
"2321",8.2,10.9,"Bus Washington St @ Robinson Ave","Braintree",0,0
"2322",3.9,6,"Bus Washington St @ Academy St","Braintree",0,0
"2323",0.6,1.6,"Bus Washington St @ Hobart Ave","Braintree",0,0
"2324",3.6,4,"Bus Washington St opp Gilbert L Bean Rd","Braintree",0,0
"2325",5.9,7.1,"Bus Washington St @ Summer St","Braintree",0,0
"2326",9.2,10.3,"Bus Hancock St @ Hall Ave","Braintree",0,0
"2327",3.1,2,"Bus Hancock St @ Hancock Ave","Braintree",0,0
"2328",1.2,3.4,"Bus Hancock St @ Washington St","Braintree",0,0
"2329",1.2,1.1,"Bus Hancock St @ Smith St","Braintree",0,0
"2330",1.2,0.8,"Bus Hancock St @ Highland Ave","Braintree",0,0
"2331",0.4,0.5,"Bus Washington St opp Hancock St","Braintree",0,0
"2332",0.4,0.2,"Bus Washington St opp Peach St","Braintree",0,0
"2333",0,0.3,"Bus Washington St opp Bellevue Ave","Braintree",0,0
"2334",0.2,1,"Bus Washington St opp Massachusetts Ave","Braintree",0,0
"2335",0.2,0.1,"Bus Washington St @ Plymouth Rd","Braintree",0,0
"2336",0.1,0.3,"Bus Washington St @ Hillview Rd","Braintree",0,0
"2337",0,0.3,"Bus Washington St @ South St","Braintree",0,0
"2338",2,4,"Bus Washington St @ Olympus Specialty Hospital","Braintree",0,0
"2339",1.9,1.1,"Bus Washington St @ Roosevelt St","Braintree",0,0
"2340",0.6,2.1,"Bus N Franklin St @ W Division St","Holbrook",0,0
"2341",0.9,0.9,"Bus N Franklin St @ Rose Way","Holbrook",0,0
"2342",1.6,0.5,"Bus N Franklin St opp Damon Ave","Holbrook",0,0
"2343",0,0.3,"Bus N Franklin St @ Cedarcrest Rd","Holbrook",0,0
"2344",0.3,0.1,"Bus N Franklin St @ Noonans Lane","Holbrook",0,0
"2345",0.2,0.3,"Bus N Franklin St @ Elm Ave","Holbrook",0,0
"2346",0.7,0.5,"Bus N Franklin St @ Linfield St","Holbrook",0,0
"2347",9.2,11,"Bus N Franklin St @ Jewel Rd","Holbrook",0,0
"2348",5.4,5.7,"Bus N Franklin St @ School St","Holbrook",0,0
"2349",4.1,3.4,"Bus N Franklin St @ Belcher St","Holbrook",0,0
"2350",0,1.3,"Bus N Franklin St opp Cedarcrest Rd","Holbrook",0,0
"2351",3,2.5,"Bus N Franklin St @ Damon Ave","Holbrook",0,0
"2352",4,4.6,"Bus N Franklin St opp Rose Way","Holbrook",0,0
"2353",12.9,21.8,"Bus N Franklin St @ Johns Ave","Holbrook",0,0
"2354",13.8,9.8,"Bus Washington St @ Virginia Rd","Braintree",0,0
"2355",6.2,10,"Bus Washington St @ Brewster Ave","Braintree",0,0
"2356",6.1,5.5,"Bus Washington St @ Arbutus Ave","Braintree",0,0
"2357",18.7,14.4,"Bus Washington St @ Park Ave","Braintree",0,0
"2358",4.7,4.2,"Bus Washington St @ Bellevue Ave","Braintree",0,0
"2359",1.4,3,"Bus Washington St @ Peach St","Braintree",0,0
"2360",0.3,1.6,"Bus Washington St opp Braxton St","Braintree",0,0
"2361",1.1,2.4,"Bus Hancock St opp Highland Ave","Braintree",0,0
"2362",2.2,2.3,"Bus Hancock St opp Smith St","Braintree",0,0
"2363",2.2,3.9,"Bus Hancock St @ Washington St","Braintree",0,0
"2364",6.5,6.2,"Bus Hancock St opp Hancock Ave","Braintree",0,0
"2365",6.8,5.6,"Bus Hancock St opp Hall Ave","Braintree",0,0
"2366",10.6,9.5,"Bus Washington St opp Summer St","Braintree",0,0
"2367",4.7,7.5,"Bus Washington St @ Gilbert Bean Dr","Braintree",0,0
"2368",3,1.1,"Bus Washington St opp Hobart Ave","Braintree",0,0
"2369",2.7,2.7,"Bus Washington St opp Academy St","Braintree",0,0
"2370",3.9,4.4,"Bus Washington St @ Sherbrooke Ave","Braintree",0,0
"2371",3.6,3.1,"Bus Washington St opp West St","Braintree",0,0
"2372",3.8,2.6,"Bus Washington St @ Clark St","Braintree",0,0
"2373",1.3,1.9,"Bus 400 Washington St","Braintree",0,0
"2374",6.2,4.9,"Bus Washington St @ River St","Braintree",0,0
"2375",7.8,5.8,"Bus Washington St @ Elm St","Braintree",0,0
"2376",2.9,5.4,"Bus Washington St @ School St","Braintree",0,0
"2377",2.8,3.8,"Bus Washington St @ President Rd","Braintree",0,0
"2378",15.9,5.2,"Bus Independence Ave opp Centre St","Braintree",0,0
"2379",6.9,3.5,"Bus Opp 41 Independence Ave","Braintree",0,0
"2380",20,3.5,"Bus Independence Ave @ Lurton St","Quincy",0,0
"2381",9.6,3.6,"Bus Independence Ave @ Verchild St","Quincy",0,0
"2382",12.1,0.7,"Bus Independence Ave @ Federal Ave","Quincy",0,0
"2383",13,2.5,"Bus Independence Ave @ Bennington St","Quincy",0,0
"2384",7.6,3.7,"Bus Independence Ave @ Franklin St","Quincy",0,0
"2385",19.3,9.6,"Bus Franklin St @ Payne St","Quincy",0,0
"2386",3,1.8,"Bus Franklin St @ Independence Ave","Quincy",0,0
"2387",15.3,16.8,"Bus Franklin St @ Pearl St","Quincy",0,0
"2388",4.4,2.5,"Bus N Franklin St @ Union St","Holbrook",0,0
"2389",5.2,4,"Bus S Franklin St opp Norfolk Rd","Holbrook",0,0
"2390",0.4,0.1,"Bus S Franklin St @ Chandler St","Holbrook",0,0
"2391",1.8,1,"Bus S Franklin St @ Adams St","Holbrook",0,0
"2392",1.3,1.3,"Bus S Franklin St @ Technical Park Dr","Holbrook",0,0
"2393",5.3,5,"Bus 261 S Franklin St","Holbrook",0,0
"2394",0.2,0.4,"Bus S Franklin St @ King Rd","Holbrook",0,0
"2395",0.1,0.3,"Bus S Franklin St @ Walsh Rd","Holbrook",0,0
"2396",1.8,1.5,"Bus S Franklin St @ Dresser Ave","Holbrook",0,0
"2397",0.2,0.4,"Bus S Franklin St @ Hillsdale Rd","Holbrook",0,0
"2398",0.1,0,"Bus 549 S Franklin St","Holbrook",0,0
"2399",0.1,0,"Bus S Franklin St opp Quincy St","Holbrook",0,0
"2400",0.2,0.2,"Bus S Franklin St @ Laurel Pk","Holbrook",0,0
"2401",0.1,0.1,"Bus 716 S Franklin St","Holbrook",0,0
"2402",0.7,0.8,"Bus 778 S Franklin St","Holbrook",0,0
"2403",0.7,1.7,"Bus S Franklin St @ South St","Holbrook",0,0
"2404",1.1,0.5,"Bus S Franklin St @ Upland St","Holbrook",0,0
"2405",0.2,0.1,"Bus 1002 S Franklin St","Holbrook",0,0
"2406",0.3,0,"Bus S Franklin St @ Hamilton Way","Holbrook",0,0
"2407",0.5,2.1,"Bus Howard St @ Lisa Dr","Brockton",0,0
"2408",0.7,0.7,"Bus S Franklin St opp Hamilton Way","Holbrook",0,0
"2409",2,3.1,"Bus S Franklin St @ Woodlawn Ave","Holbrook",0,0
"2410",3.5,5.2,"Bus S Franklin St @ Emery St","Holbrook",0,0
"2411",10.8,11.9,"Bus S Franklin St @ Francis St","Holbrook",0,0
"2412",19.6,16.4,"Bus S Franklin St @ Diman Ave","Holbrook",0,0
"2413",1.5,0.5,"Bus Opp 716 S Franklin St","Holbrook",0,0
"2414",1.6,0.8,"Bus S Franklin St opp Laurel Pk","Holbrook",0,0
"2415",3,3.5,"Bus S Franklin St @ Quincy St","Holbrook",0,0
"2416",0.5,0.9,"Bus Opp 549 S Franklin St","Holbrook",0,0
"2417",4.9,5.5,"Bus S Franklin St opp Hillsdale Rd","Holbrook",0,0
"2418",6.9,6.9,"Bus S Franklin St @ Dresser Ave","Holbrook",0,0
"2419",2.6,1.6,"Bus S Franklin St opp Walsh Rd","Holbrook",0,0
"2420",8.5,8.9,"Bus S Franklin St opp King Rd","Holbrook",0,0
"2421",18.6,14.8,"Bus S Franklin St @ Holbrook HS","Holbrook",0,0
"2422",6.2,7.8,"Bus S Franklin St opp Adams St","Holbrook",0,0
"2423",2.2,1.7,"Bus S Franklin St opp Chandler St","Holbrook",0,0
"2424",0,0.1,"Bus S Franklin St @ Holbrook Park","Holbrook",0,0
"2425",22.9,29.2,"Bus S Franklin St @ Plymouth St","Holbrook",0,0
"2426",0,0,"Bus Franklin St @ Taylor St","Braintree",0,0
"2427",1,0.2,"Bus Franklin St @ Marshfield Rd","Braintree",0,0
"2428",0.2,0.7,"Bus Franklin St @ Elmwood Ave","Braintree",0,0
"2429",0,0.1,"Bus Franklin St @ Hollingsworth Ave","Braintree",0,0
"2430",0.3,0,"Bus Franklin St @ Reed Hill Rd","Braintree",0,0
"2431",0.1,0.6,"Bus Franklin St @ West St","Braintree",0,0
"2432",4.8,3,"Bus Granite St @ West St","Braintree",0,0
"2433",316,296.1,"Bus S Shore Plaza @ Garage","Braintree",0,0
"2434",6.4,2.7,"Bus S Shore Mall Rd @ Travelers Ins.","Braintree",0,0
"2435",1.7,3,"Bus Granite St @ Davis Rd","Braintree",0,0
"2436",1,0,"Bus Granite St @ West St","Braintree",0,0
"2437",12,8,"Bus Franklin St @ Granite St","Braintree",0,0
"2438",0.2,0.1,"Bus Franklin St opp Reed Hill Rd","Braintree",0,0
"2439",0,1,"Bus Franklin St opp Hollingsworth Ave","Braintree",0,0
"2440",2.1,1.1,"Bus Franklin St opp Elmwood Ave","Braintree",0,0
"2441",1.1,0.4,"Bus Franklin St @ Marshfield Rd","Braintree",0,0
"2442",0.1,0.6,"Bus Franklin St @ Safford St","Braintree",0,0
"2443",0,0,"Bus Franklin St @ Washington St","Braintree",0,0
"2444",8.3,6.5,"Bus 579 Granite St","Braintree",0,0
"2445",9,8.9,"Bus 738 Granite St opp Town St","Braintree",0,0
"2446",6.9,2.4,"Bus Granite St @ Lundquist Dr","Braintree",0,0
"2447",4.1,7.5,"Bus Granite St @ King Hill Rd","Braintree",0,0
"2448",0.4,0.4,"Bus Pond St @ Margaret Dr","Braintree",0,0
"2449",0,0,"Bus 531 Pond St","Braintree",0,0
"2450",2.1,1.4,"Bus Pond St @ Rocsam Park Rd","Braintree",0,0
"2451",4,5.3,"Bus North St @ Maitland Ave","Randolph",0,0
"2452",0,0,"Bus North St @ Broad St","Randolph",0,0
"2453",2.4,1.3,"Bus North St @ Oak St","Randolph",0,0
"2454",0.6,1.4,"Bus North St @ Scannel Rd","Randolph",0,0
"2455",3.6,2.8,"Bus North St @ Pictun Rd","Randolph",0,0
"2456",3,2.7,"Bus North St @ McDevitt Rd","Randolph",0,0
"2457",2.2,1.3,"Bus North St @ Dyer Ave","Randolph",0,0
"2458",10.1,11.5,"Bus North St @ Truman Dr","Randolph",0,0
"2459",3.6,0.2,"Bus North St @ Liberty St","Randolph",0,0
"2460",0.3,1.3,"Bus 320 North St","Randolph",0,0
"2461",0,0.2,"Bus North St opp Seton Way","Randolph",0,0
"2462",2.5,2.6,"Bus 168 North St","Randolph",0,0
"2463",0.4,0.2,"Bus North St @ Cottage St","Randolph",0,0
"2464",0.1,0.2,"Bus North St @ Short St","Randolph",0,0
"2465",2.2,2.2,"Bus North St @ N Main St","Randolph",0,0
"2466",12.2,8.9,"Bus North St @ Mill St","Randolph",0,0
"2467",4.7,3.1,"Bus North St @ Seton Way","Randolph",0,0
"2468",5.9,3.3,"Bus 81 North St","Randolph",0,0
"2469",27.2,21.7,"Bus 203 North St","Randolph",0,0
"2470",2.1,4.1,"Bus North St @ Cochato Pk","Randolph",0,0
"2471",0.2,0.2,"Bus 327 North St","Randolph",0,0
"2472",2.3,24.1,"Bus 455 North St opp Dyer Ave","Randolph",0,0
"2473",3.1,5.5,"Bus North St @ Teed Dr","Randolph",0,0
"2474",9.9,9.4,"Bus North St @ Canessa St","Randolph",0,0
"2475",8.2,5.3,"Bus North St opp Scannel Rd","Randolph",0,0
"2476",1.4,1.9,"Bus North St @ Randolph Rd","Randolph",0,0
"2477",2.5,3,"Bus North St opp Broad St","Randolph",0,0
"2478",7.5,8.2,"Bus North St opp Maitland Ave","Randolph",0,0
"2479",13.7,9.9,"Bus Pond St @ Ida Rd","Braintree",0,0
"2480",0,0,"Bus 536 Pond St","Braintree",0,0
"2481",4.4,1.2,"Bus Pond St opp Margaret Dr","Braintree",0,0
"2482",4,6.1,"Bus Granite St @ Pond St","Braintree",0,0
"2483",10.9,13.3,"Bus Granite St @ Emerald Ave","Braintree",0,0
"2484",16.1,12.2,"Bus Granite St @ Town St","Braintree",0,0
"2485",1.4,2,"Bus Granite St @ Andersen Rd","Braintree",0,0
"2486",7.4,6.6,"Bus Granite St opp Peterson Rd","Braintree",0,0
"2487",19.3,15.3,"Bus Granite St @ Braintree Hill Pk","Braintree",0,0
"2488",38.4,34,"Bus Opp 859 Willard St","Quincy",0,0
"2489",10,10.1,"Bus Willard St @ Thistle Rd","Quincy",0,0
"2490",1.2,2.2,"Bus Willard St @ Ames St","Quincy",0,0
"2491",18.5,12.1,"Bus West St @ Willard St","Quincy",0,0
"2492",4.6,5.4,"Bus West St @ Trask Ave","Quincy",0,0
"2493",20.6,15,"Bus West St opp Hayden St","Quincy",0,0
"2494",5.5,7.2,"Bus West St @ Doble St","Quincy",0,0
"2495",14.8,11.7,"Bus West St @ Sullivan Rd","Quincy",0,0
"2496",3.8,3.9,"Bus West St @ Hynes Ave","Quincy",0,0
"2497",24.2,17.5,"Bus West St @ Centre St","Quincy",0,0
"2498",17.8,16.1,"Bus Centre St @ McDonald St","Quincy",0,0
"2499",38.1,32.1,"Bus Centre St @ Bartlett St","Quincy",0,0
"2500",18,9.2,"Bus Centre St @ Albertina St","Quincy",0,0
"2501",3.5,0.8,"Bus Centre St @ Intervale St","Quincy",0,0
"2502",78.3,81.8,"Bus Central Ave @ Central Ave Station","Milton",0,0
"2503",0.7,0.4,"Bus Central Ave @ Maple St","Milton",0,0
"2504",0.2,0.2,"Bus Central Ave opp Griggs Ln","Milton",0,0
"2505",0.5,0.4,"Bus Central Ave @ Valley Rd","Milton",0,0
"2506",0.1,0.2,"Bus Central Ave @ Columbine Rd","Milton",0,0
"2507",0.4,0.5,"Bus Central Ave @ Hinckley Rd","Milton",0,0
"2508",0.9,0.1,"Bus Central Ave @ Allerton Rd","Milton",0,0
"2509",0,0.1,"Bus Central Ave @ Rustlewood Rd","Milton",0,0
"2510",0.6,1.1,"Bus Central Ave @ Brook Rd","Milton",0,0
"2511",3.8,3.9,"Bus Reedsdale Rd @ Central Ave","Milton",0,0
"2512",2.4,3.1,"Bus Reedsdale Rd @ Walnut St","Milton",0,0
"2513",7.8,7,"Bus Reedsdale Rd @ Canton Ave","Milton",0,0
"2514",7.3,6.4,"Bus Opp 202 Reedsdale Rd @ MIlton Hospital","Milton",0,0
"2515",1,1,"Bus Reedsdale Rd @ Spafford Rd","Milton",0,0
"2516",0.8,1,"Bus Reedsdale Rd @ Clifton Rd","Milton",0,0
"2517",1.5,2.4,"Bus Randolph Ave @ Reedsdale Rd","Milton",0,0
"2518",0.2,0.2,"Bus Randolph Ave opp Pleasant St","Milton",0,0
"2519",0.3,0.1,"Bus Randolph Ave @ Reed St","Milton",0,0
"2520",0,0,"Bus Randolph Ave @ Highland St","Milton",0,0
"2521",0.3,0.1,"Bus Randolph Ave @ Hallen Ave","Milton",0,0
"2522",0,0.1,"Bus Randolph Ave opp Ridgewood Rd","Milton",0,0
"2523",0,0.3,"Bus Randolph Ave opp Nahanton Ave","Milton",0,0
"2524",0.2,0,"Bus Randolph Ave opp Hilltop St","Milton",0,0
"2525",0,0.3,"Bus Randolph Ave @ Hillside St","Milton",0,0
"2526",0.2,0.5,"Bus Randolph Ave opp Eager Rd","Milton",0,0
"2527",0.4,0.1,"Bus Randolph Ave @ Susi Ln","Milton",0,0
"2528",0.4,0.3,"Bus Randolph Ave @ Chickataubut Rd","Milton",0,0
"2529",13.1,7.9,"Bus N Main St @ Scanlon Dr","Randolph",0,0
"2530",6.6,4.5,"Bus N Main St @ Soren St","Randolph",0,0
"2531",6.2,6,"Bus N Main St @ Hills St","Randolph",0,0
"2532",6.9,6.3,"Bus N Main St @ Stacy St","Randolph",0,0
"2533",7.9,4.8,"Bus N Main St @ Royal St","Randolph",0,0
"2534",26.2,27.1,"Bus N Main St @ Reed St","Randolph",0,0
"2535",1.1,0.3,"Bus 1034 N Main St","Randolph",0,0
"2536",2.7,2.9,"Bus N Main St @ Intervale Terr","Randolph",0,0
"2537",1.6,2.9,"Bus N Main St @ Gordon St","Randolph",0,0
"2538",24.8,26.4,"Bus N Main St @ Chestnut St","Randolph",0,0
"2539",23.2,15,"Bus N Main St opp Francis Dr","Randolph",0,0
"2540",0.3,1.4,"Bus Opp 721 N Main St","Randolph",0,0
"2541",9.5,8.9,"Bus Opp 641 N Main St","Randolph",0,0
"2542",0.3,1.7,"Bus 564 N Main St","Randolph",0,0
"2543",3.2,4.6,"Bus N Main St @ Grove St","Randolph",0,0
"2544",1.7,1.1,"Bus N Main St @ Jasper Ln","Randolph",0,0
"2545",0.7,0.2,"Bus N Main St @ Wales Ave","Randolph",0,0
"2546",0.6,0.6,"Bus N Main St opp Roel St","Randolph",0,0
"2547",3.9,3.7,"Bus N Main St @ West St","Randolph",0,0
"2548",2.4,2.7,"Bus 307 N Main St","Randolph",0,0
"2549",0.7,0.3,"Bus N Main St @ Depot St","Randolph",0,0
"2550",4.6,4.6,"Bus N Main St @ Warren St","Randolph",0,0
"2551",0.9,0.1,"Bus N Main St @ DiAuto Dr","Randolph",0,0
"2552",4.5,5.6,"Bus N Main St opp Short St","Randolph",0,0
"2553",0.5,0,"Bus Randolph Ave @ Pleasant St","Milton",0,0
"2554",1.7,3.1,"Bus Randolph Ave @ Reedsdale Rd","Milton",0,0
"2555",5.3,5.5,"Bus Reedsdale Rd opp Clifton Rd","Milton",0,0
"2556",2.9,3.3,"Bus Reedsdale Rd @ Meredith Cir","Milton",0,0
"2557",10.7,9.5,"Bus 184 Reedsdale Rd","Milton",0,0
"2558",6.2,7,"Bus Reedsdale Rd @ Academy Lane","Milton",0,0
"2559",5.6,5,"Bus Reedsdale Rd @ Walnut St","Milton",0,0
"2560",8.6,9.6,"Bus Reedsdale Rd @ Brook Rd","Milton",0,0
