"","avg_2018","avg_2019","bar_name","municipal","avg_2018_percent","avg_2019_percent"
"1032",41.6,60.1,"Bus Mountfort St @ Lenox St","Brookline",0,0
"1033",44.8,57.8,"Bus Park Dr @ Beacon St","Boston",0,0
"1034",104.4,115.2,"Bus Brookline Ave @ Pilgrim Rd","Boston",0,0
"1035",245.4,270,"Bus Brookline Ave @ Short St","Boston",0,0
"1036",524.9,543.2,"Bus Longwood Ave @ Brookline Ave","Boston",0.1,0.1
"1037",346.8,385.7,"Bus Longwood Ave @ Blackfan St","Boston",0,0
"1038",52.2,69.4,"Bus Ruggles St @ Huntington Ave","Boston",0,0
"1039",18.8,15.7,"Bus Ruggles St @ Annunciation Rd","Boston",0,0
"1040",561.2,552.1,"Bus Washington St @ Worcester St","Boston",0.1,0.1
"1041",933.2,922.8,"Bus Washington St @ E Newton St","Boston",0.1,0.1
"1042",16.2,14.1,"Bus Washington St @ Mystic St","Boston",0,0
"1043",118.5,126.7,"Bus Harrison Ave @ Worcester Sq","Boston",0,0
"1044",112.5,115.8,"Bus Harrison Ave @ E Lenox St","Boston",0,0
"1045",18.8,20.3,"Bus Ruggles St @ Parker St","Boston",0,0
"1046",53.8,65.5,"Bus Ruggles St @ Huntington Ave","Boston",0,0
"1047",0.3,0.1,"Bus Louis Prang St @ Evans Way","Boston",0,0
"1048",408.4,460.1,"Bus Brookline Ave @ Longwood Ave","Boston",0,0.1
"1049",297.2,317.4,"Bus Brookline Ave opp Short St","Boston",0,0
"1050",73.9,85.6,"Bus Brookline Ave @ The Fenway","Boston",0,0
"1051",205,240.4,"Bus Park Dr @ Fenway Station","Boston",0,0
"1052",57,72.9,"Bus Park Dr @ Beacon St","Boston",0,0
"1053",20.2,21.8,"Bus Park Dr @ Mountfort St","Boston",0,0
"1054",139.3,174.2,"Bus Commonwealth Ave @ University Rd","Boston",0,0
"1055",30.4,45.3,"Bus Brookline St @ Granite St","Cambridge",0,0
"1056",31.1,38.9,"Bus Brookline St @ Putnam Ave","Cambridge",0,0
"1057",23.7,33.2,"Bus Brookline St @ Erie St","Cambridge",0,0
"1058",3.3,4.4,"Bus Brookline St @ Pacific St","Cambridge",0,0
"1059",4.5,5.6,"Bus Brookline St @ Green St","Cambridge",0,0
"1060",26.9,30,"Bus Independence Dr @ Maranville St","Boston",0,0
"1061",0,0.1,"Bus Opp 650 VFW Pkwy","Boston",0,0
"1062",0,0,"Bus VFW Pkwy @ Corey St","Boston",0,0
"1063",9.9,12.9,"Bus 310 Corey St","Boston",0,0
"1064",2.2,4.2,"Bus Corey St @ Weld St","Boston",0,0
"1065",2.8,0.6,"Bus Weld St @ Ruskin St","Boston",0,0
"1066",2.8,3,"Bus Weld St @ Maple St","Boston",0,0
"1067",7.7,6.3,"Bus Weld St @ Willow St","Boston",0,0
"1068",7.2,8.2,"Bus Weld St @ Manthorne Rd","Boston",0,0
"1069",11,10.4,"Bus Weld St @ Russett Rd","Boston",0,0
"1070",7.1,6.5,"Bus Weld St @ Church St","Boston",0,0
"1071",3.9,5.9,"Bus Weld St @ Parklawn Rd","Boston",0,0
"1072",4.5,3.6,"Bus Weld St @ Burnside Ave","Boston",0,0
"1073",3.2,3.7,"Bus Weld St @ Ravenna Rd","Boston",0,0
"1074",5.6,4.4,"Bus Weld St @ Cerdan Ave","Boston",0,0
"1075",3.1,2.4,"Bus Weld St @ Colby Rd","Boston",0,0
"1076",4.5,5.5,"Bus Weld St opp Wedgewood Rd","Boston",0,0
"1077",2.4,3.2,"Bus 170 Walter St","Boston",0,0
"1078",5.6,6.5,"Bus 144 Walter St opp Mendum St","Boston",0,0
"1079",40.6,35.9,"Bus Walter St @ Hewlett St","Boston",0,0
"1080",1.4,1.2,"Bus Walter St @ Mendum St","Boston",0,0
"1081",3.7,1.5,"Bus Opp 174 Walter St","Boston",0,0
"1082",6.8,9.7,"Bus Weld St @ Wedgewood Rd","Boston",0,0
"1083",1.9,2.5,"Bus Weld St @ Alward Rd","Boston",0,0
"1084",1.4,0.5,"Bus Weld St @ Morey St","Boston",0,0
"1085",0.6,0.6,"Bus Weld St @ Gretter Rd","Boston",0,0
"1086",0.8,1,"Bus Weld St @ Lantern Ln","Boston",0,0
"1087",1.9,1.3,"Bus Weld St @ Parklawn Rd","Boston",0,0
"1088",4.8,2.5,"Bus Weld St @ Church St","Boston",0,0
"1089",2.9,2.5,"Bus Weld St @ Russet Rd","Boston",0,0
"1090",6,4.9,"Bus Weld St @ Manthorne Rd","Boston",0,0
"1091",2.8,6.2,"Bus Weld St @ Willow St","Boston",0,0
"1092",9.1,6.1,"Bus Weld St @ Maple St","Boston",0,0
"1093",1.4,2.3,"Bus Weld St @ Avalon Rd","Boston",0,0
"1094",5.7,6,"Bus Weld St @ Corey St","Boston",0,0
"1095",10.8,11.9,"Bus Corey St @ VFW Pkwy","Boston",0,0
"1096",0.9,0.5,"Bus 650 VFW Pkwy","Boston",0,0
"1097",32.5,33.5,"Bus Independence Dr opp Maranville St","Boston",0,0
"1098",28.6,29.7,"Bus Independence Dr @ Thornton Rd","Brookline",0,0
"1099",42.8,41.3,"Bus Independence Dr opp Gerry Rd","Brookline",0,0
"1100",23.6,18,"Bus Grove St @ Russet Rd","Brookline",0,0
"1101",26.8,17.7,"Bus Grove St @ South St","Brookline",0,0
"1102",114.7,120.7,"Bus Centre St @ Pearl St","Newton",0,0
"1103",0.4,0.1,"Bus Ipswich St @ Lansdowne St","Boston",0,0
"1104",0.4,0.4,"Bus Ipswich St @ Boylston St","Boston",0,0
"1105",0.6,0.7,"Bus Boylston St @ Jersey St","Boston",0,0
"1106",6.2,10.6,"Bus Kilmarnock St @ Peterborough St","Boston",0,0
"1107",38.8,40.2,"Bus Kilmarnock St @ Queensberry St","Boston",0,0
"1108",180.1,204.6,"Bus Queensberry St @ Jersey St","Boston",0,0
"1109",130.9,143.1,"Bus Jersey St @ Boylston St","Boston",0,0
"1110",10.4,13.2,"Bus Ipswich St @ Boylston St","Boston",0,0
"1111",5.3,4.7,"Bus Ipswich St opp Lansdowne St","Boston",0,0
"1112",5.4,6.5,"Bus Ipswich St @ Boylston St","Boston",0,0
"1113",3.7,4.8,"Bus Boylston St @ Massachusetts Ave","Boston",0,0
"1114",137.9,148,"Bus South St @ Spalding St","Boston",0,0
"1115",188.3,218.1,"Bus South St @ Child St","Boston",0,0
"1116",61.2,59.1,"Bus 775 Centre St","Boston",0,0
"1117",1.1,2.7,"Bus Centre St @ Aldworth St","Boston",0,0
"1118",2.7,2.1,"Bus Centre St @ Orchard St","Boston",0,0
"1119",16.7,17.1,"Bus Boylston St @ Star Market - Service Rd","Newton",0,0
"1120",45,50.3,"Bus Boylston St @ Hammond St","Brookline",0,0
"1121",1.5,1.8,"Bus Winship St @ Union St","Boston",0,0
"1122",5.6,7,"Bus Centre St @ Arborway","Boston",0,0
"1123",1.4,3,"Bus Centre St @ Ballard St","Boston",0,0
"1124",121.6,112.1,"Bus South St @ Jamaica St","Boston",0,0
"1125",17.2,17,"Bus South St @ St Rose St","Boston",0,0
"1126",478.7,3957.6,"Bus Mt Auburn St @ Story St","Cambridge",0.1,0.4
"1127",30.6,60.9,"Bus Mt Auburn St @ Ash St","Cambridge",0,0
"1128",29.4,33.2,"Bus Mt Auburn St @ Sparks St","Cambridge",0,0
"1129",79.9,75.7,"Bus Mt Auburn St @ Longfellow Rd","Cambridge",0,0
"1130",20.8,19.8,"Bus Mt Auburn St @ Traill St","Cambridge",0,0
"1131",9.4,15.6,"Bus Mt Auburn St opp Coolidge Ave","Cambridge",0,0
"1132",8.7,12.1,"Bus Mt Auburn St @ Brattle St","Cambridge",0,0
"1133",237.2,235.3,"Bus Mt Auburn St @ Homer Ave","Cambridge",0,0
"1134",51.4,41.6,"Bus Mt Auburn St @ Saint Marys St","Watertown",0,0
"1135",51.8,47.3,"Bus Mt Auburn St @ Keenan St","Watertown",0,0
"1136",83.9,98.2,"Bus Mt Auburn St @ Kimball Rd","Watertown",0,0
"1137",40.1,36.2,"Bus Mt Auburn St @ Upland Rd","Watertown",0,0
"1138",26.4,27,"Bus Mt Auburn St @ Winsor Ave","Watertown",0,0
"1139",35.2,43.3,"Bus Mt Auburn St @ Adams Ave","Watertown",0,0
"1140",14.7,17.8,"Bus Mt Auburn St @ Amherst Rd","Watertown",0,0
"1141",4.3,11,"Bus Mt Auburn St @ Russell Ave","Watertown",0,0
"1142",10,13.1,"Bus Mt Auburn St @ Marshall St","Watertown",0,0
"1143",3.4,8.5,"Bus Mt Auburn St @ Summer St","Watertown",0,0
"1144",5.4,6.5,"Bus Mt Auburn St @ Main St","Watertown",0,0
"1145",9.3,8.6,"Bus Mt Auburn St @ Bates Rd E","Watertown",0,0
"1146",104.1,108.8,"Bus Mt Auburn St @ Main St","Watertown",0,0
"1147",118.8,161.2,"Bus Mt Auburn St @ Patten St","Watertown",0,0
"1148",144.6,172.2,"Bus Mt Auburn St @ Parker St","Watertown",0,0
"1149",92.9,98.4,"Bus Mt Auburn St @ Franklin St","Watertown",0,0
"1150",63.6,64.4,"Bus Mt Auburn St @ Walnut St","Watertown",0,0
"1151",93.9,81.7,"Bus Mt Auburn St @ Boylston St","Watertown",0,0
"1152",63.5,78.8,"Bus Mt Auburn St @ Winthrop St","Watertown",0,0
"1153",91.3,80.9,"Bus Mt Auburn St @ School St","Watertown",0,0
"1154",134.5,128.3,"Bus Mt Auburn St @ Adams St","Watertown",0,0
"1155",250.8,246.6,"Bus Mt Auburn St @ Bigelow Ave","Watertown",0,0
"1156",257.1,240.4,"Bus Mt Auburn St opp Keenan St","Watertown",0,0
"1157",70.4,82.7,"Bus Mt Auburn St @ Cottage St","Watertown",0,0
"1158",376.6,385.7,"Bus Mt Auburn St opp Homer Ave","Cambridge",0,0
"1159",37.3,50.5,"Bus Mt Auburn St opp Brattle St","Cambridge",0,0
"1160",54.7,51,"Bus Mt Auburn St @ Coolidge Ave","Cambridge",0,0
"1161",64.5,63.3,"Bus Mt Auburn St opp Traill St","Cambridge",0,0
"1162",275.5,283.3,"Bus Mt Auburn St @ Mt Auburn Hospital","Cambridge",0,0
"1163",45.4,40.8,"Bus Mt Auburn St opp Sparks St","Cambridge",0,0
"1164",17.7,16.7,"Bus Mt Auburn St @ Brewer St","Cambridge",0,0
"1165",57.9,0,"Bus Mt Auburn St @ University Rd","Cambridge",0,0
"1166",48.2,47.1,"Bus Aberdeen Ave @ Mt Auburn St","Cambridge",0,0
"1167",18.5,14,"Bus 61 Aberdeen Ave","Cambridge",0,0
"1168",40.7,41.7,"Bus Huron Ave @ Larch Rd","Cambridge",0,0
"1169",47.4,43.1,"Bus Huron Ave @ Lakeview Ave","Cambridge",0,0
"1170",92.2,84.2,"Bus Huron Ave @ Gurney St","Cambridge",0,0
"1171",48.4,41.6,"Bus Huron Ave @ Appleton St","Cambridge",0,0
"1172",1.7,2.5,"Bus Huron Ave @ Appleton St","Cambridge",0,0
"1173",2.8,3.8,"Bus Huron Ave @ Chilton St","Cambridge",0,0
"1174",1.1,1.4,"Bus Huron Ave @ Lakeview Ave","Cambridge",0,0
"1175",0.4,0.8,"Bus Huron Ave @ Larch Rd","Cambridge",0,0
"1176",1.5,1,"Bus Aberdeen Ave @ Huron Ave","Cambridge",0,0
"1177",0,0,"Bus Aberdeen Ave @ Aberdeen Way","Cambridge",0,0
"1178",0,0,"Bus Aberdeen Ave @ Mt Auburn St","Cambridge",0,0
"1179",72.5,37.9,"Bus Trapelo Rd @ Church St","Belmont",0,0
"1180",89.9,81.7,"Bus Trapelo Rd @ Sycamore St","Belmont",0,0
"1181",212.1,207.5,"Bus Trapelo Rd @ Beech St","Belmont",0,0
"1182",80.3,71.7,"Bus Trapelo Rd @ Walnut St","Belmont",0,0
"1183",270,246.2,"Bus Trapelo Rd @ Bartlett Ave","Belmont",0,0
"1184",135.8,154.1,"Bus Trapelo Rd @ Williston Rd - Cushing Square","Belmont",0,0
"1185",39.6,45.4,"Bus 36 Trapelo Rd","Belmont",0,0
"1186",103.9,87.7,"Bus Trapelo Rd @ Belmont St - Benton Square","Belmont",0,0
"1187",107.1,117.4,"Bus Belmont St opp Payson Rd","Belmont",0,0
"1188",163.2,173.1,"Bus Belmont St @ Langdon Ave","Belmont",0,0
"1189",173.3,153.2,"Bus Belmont St @ Woodleigh Rd","Belmont",0,0
"1190",255.3,241.8,"Bus Belmont St @ Prentiss St","Belmont",0,0
"1191",3.2,4.7,"Bus Purchase St @ Pearl St","Boston",0,0
"1192",123.1,145.1,"Bus Belmont St @ St. Mary's St","Cambridge",0,0
"1193",25.8,17.5,"Bus Belmont St @ Cushing St","Cambridge",0,0
"1194",14.5,13.9,"Bus Belmont St @ Sullivan Rd","Cambridge",0,0
"1195",33.1,42.1,"Bus Belmont St @ Marlboro St","Belmont",0,0
"1196",18.5,19.2,"Bus Belmont St @ Falmouth St","Belmont",0,0
"1197",23.9,18.5,"Bus Belmont St @ School St","Belmont",0,0
"1198",8.5,5.5,"Bus Belmont St @ Payson Rd","Belmont",0,0
"1199",7.8,6.8,"Bus Belmont St @ Oakley Rd","Belmont",0,0
"1200",4.9,6.3,"Bus Trapelo Rd @ Willow St","Belmont",0,0
"1201",17.9,18.8,"Bus Trapelo Rd opp Williston Rd - Cushing Square","Belmont",0,0
"1202",6.7,5.5,"Bus Trapelo Rd opp Poplar St","Belmont",0,0
"1203",8.6,5.9,"Bus Trapelo Rd @ Slade St","Belmont",0,0
"1204",4.4,6.8,"Bus Trapelo Rd opp Walnut St","Belmont",0,0
"1205",12,12.4,"Bus Trapelo Rd @ Beech St","Belmont",0,0
"1206",1.7,1.4,"Bus Trapelo Rd @ Waverley St","Belmont",0,0
"1207",670.5,798.3,"Bus Church St @ Lexington St","Belmont",0.1,0.1
"1208",19.7,34.3,"Bus 396 Concord Ave","Belmont",0,0
"1209",12.9,10.6,"Bus Concord Ave @ Cottage St","Belmont",0,0
"1210",42.8,23,"Bus Concord Ave @ Orchard St","Belmont",0,0
"1211",4.1,5.4,"Bus Concord Ave @ Edgemoor Rd","Belmont",0,0
"1212",38.6,48.5,"Bus Concord Ave @ Watson Rd","Belmont",0,0
"1213",6,13.7,"Bus Bright Rd @ Gale Rd","Belmont",0,0
"1214",32.3,32.2,"Bus Bright Rd @ Washington St","Belmont",0,0
"1215",81,77.6,"Bus Concord Ave @ Blanchard Rd","Cambridge",0,0
"1216",47.4,29.1,"Bus Concord Ave @ Spinelli Pl","Cambridge",0,0
"1217",53.4,48,"Bus Concord Ave opp Smith Pl","Cambridge",0,0
"1218",55.4,50.3,"Bus Concord Ave opp Moulton St","Cambridge",0,0
"1219",98.7,73.8,"Bus Concord Ave opp Fawcett St","Cambridge",0,0
"1220",17.2,14.7,"Bus Concord Ave opp Wheeler St","Cambridge",0,0
"1221",13.7,19.8,"Bus Concord Ave opp New St","Cambridge",0,0
"1222",85.4,74.4,"Bus Concord Ave opp Fern St","Cambridge",0,0
"1223",67.6,49.2,"Bus Concord Ave @ Alpine St","Cambridge",0,0
"1224",66.4,54.8,"Bus Concord Ave @ Walden St","Cambridge",0,0
"1225",138.6,134.8,"Bus Concord Ave @ Huron Ave","Cambridge",0,0
"1226",40.7,27.4,"Bus Concord Ave @ Buckingham St","Cambridge",0,0
"1227",23.2,18.7,"Bus Concord Ave @ Parker St","Cambridge",0,0
"1228",46.4,30.4,"Bus Concord Ave @ Craigie St","Cambridge",0,0
"1229",22.6,14.5,"Bus Garden St @ Concord Ave","Cambridge",0,0
"1230",160.9,198.6,"Bus Quincy St @ Broadway opp Fogg Museum","Cambridge",0,0
"1231",77.4,93,"Bus Quincy St @ Harvard St","Cambridge",0,0
"1232",713.5,797.3,"Bus Massachusetts Ave @ Johnston Gate","Cambridge",0.1,0.1
"1233",80.6,97.7,"Bus Garden St opp Mason St","Cambridge",0,0
"1234",24.4,35.4,"Bus Concord Ave @ Chauncy St","Cambridge",0,0
"1235",7.9,5.8,"Bus Concord Ave opp Craigie St","Cambridge",0,0
"1236",11.2,14.7,"Bus Concord Ave @ Bond St","Cambridge",0,0
"1237",18.7,10.5,"Bus Concord Ave opp Buckingham St","Cambridge",0,0
"1238",21.2,19.3,"Bus Concord Ave @ Huron Ave","Cambridge",0,0
"1239",8.3,9.4,"Bus Concord Ave @ Walden St","Cambridge",0,0
"1240",8.2,5,"Bus Concord Ave @ Alpine St","Cambridge",0,0
"1241",6.2,4.2,"Bus Concord Ave @ Birch St","Cambridge",0,0
"1242",3.8,2.3,"Bus Concord Ave @ New St","Cambridge",0,0
"1243",11.9,11.4,"Bus Concord Ave @ Wheeler St","Cambridge",0,0
"1244",3.9,3.7,"Bus Concord Ave @ Moulton St","Cambridge",0,0
"1245",4.7,4.1,"Bus Concord Ave @ Smith Pl","Cambridge",0,0
"1246",3.8,1.3,"Bus Concord Ave @ Spinelli Pl","Cambridge",0,0
"1247",3.1,3.6,"Bus 799 Concord Ave","Cambridge",0,0
"1248",0.8,0.2,"Bus Bright Rd @ Washington St","Belmont",0,0
"1249",0.6,1.3,"Bus Bright Rd @ Glenn Rd","Belmont",0,0
"1250",0.5,0.1,"Bus Concord Ave @ Trowbridge St","Belmont",0,0
"1251",0.3,0,"Bus Concord Ave opp Edgemoor Rd","Belmont",0,0
"1252",0.2,0,"Bus Concord Ave opp Orchard St","Belmont",0,0
"1253",0,1,"Bus Concord Ave opp Cottage St","Belmont",0,0
"1254",0.1,0,"Bus 385 Concord Ave","Belmont",0,0
"1255",0,0.5,"Bus West Service Rd @ George St","Arlington",0,0
"1256",0.2,0,"Bus West Service Rd @ St Pauls Church","Arlington",0,0
"1257",2.1,0.8,"Bus West Service Rd @ Florence Ave","Arlington",0,0
"1258",54.1,49.8,"Bus 454 Broadway","Cambridge",0,0
"1259",24.5,26,"Bus Broadway @ Ellery St","Cambridge",0,0
"1260",24.3,12,"Bus Broadway @ Crawford St","Cambridge",0,0
"1261",14,9.4,"Bus Broadway @ Lee St","Cambridge",0,0
"1262",5.7,3.6,"Bus Broadway @ Inman St","Cambridge",0,0
"1263",5.5,8,"Bus Broadway @ Inman St","Cambridge",0,0
"1264",7.8,6.5,"Bus Broadway @ Fayette St","Cambridge",0,0
"1265",6,4.4,"Bus Broadway @ Highland Ave","Cambridge",0,0
"1266",2.8,2,"Bus Broadway @ Ellery St","Cambridge",0,0
"1267",2.9,4.2,"Bus Broadway @ Galileo Way","Cambridge",0,0
"1268",359,279.5,"Bus Main St @ Kendall Station - Red Line","Cambridge",0,0
"1269",80.4,97.3,"Bus Massachusetts Ave @ Daniels St","Arlington",0,0
"1270",247.4,268.4,"Bus Massachusetts Ave @ Appleton St","Arlington",0,0
"1271",199.8,175.4,"Bus Massachusetts Ave @ Quincy St","Arlington",0,0
"1272",200.1,167.2,"Bus Massachusetts Ave @ Menotomy Rd","Arlington",0,0
"1273",171.3,155.9,"Bus Massachusetts Ave @ Mt Vernon St","Arlington",0,0
"1274",185,185.7,"Bus Massachusetts Ave @ Lockeland Ave","Arlington",0,0
"1275",192,176.8,"Bus Massachusetts Ave @ Newman Way","Arlington",0,0
"1276",159.1,157.9,"Bus Massachusetts Ave @ Academy St","Arlington",0,0
"1277",171.9,153.1,"Bus Massachusetts Ave @ Peg Spengler Way","Arlington",0,0
"1278",273.5,271.5,"Bus Massachusetts Ave @ Broadway","Arlington",0,0
"1279",100.9,95.6,"Bus Massachusetts Ave @ Avon Pl","Arlington",0,0
"1280",83.6,76.7,"Bus Massachusetts Ave @ Wyman Terr","Arlington",0,0
"1281",123.8,105.1,"Bus Massachusetts Ave @ Linwood St","Arlington",0,0
"1282",143.7,132.5,"Bus 260 Massachusetts Ave","Arlington",0,0
"1283",187.5,165.9,"Bus Massachusetts Ave @ Lake St","Arlington",0,0
"1284",125.1,104.9,"Bus Massachusetts Ave @ Milton St","Arlington",0,0
"1285",44.3,29.4,"Bus Massachusetts Ave @ Magoun St","Cambridge",0,0
"1286",156.3,123.1,"Bus Massachusetts Ave @ Cottage Park Ave","Cambridge",0,0
"1287",92.3,75.4,"Bus Massachusetts Ave @ Cedar St","Cambridge",0,0
"1288",42.9,38.6,"Bus Massachusetts Ave @ Cameron Ave","Cambridge",0,0
"1289",36,38.4,"Bus Massachusetts Ave @ Churchill Ave","Cambridge",0,0
"1290",5.5,7.9,"Bus Massachusetts Ave @ Gladstone St","Cambridge",0,0
"1291",51.2,48.8,"Bus Massachusetts Ave @ Teel St","Arlington",0,0
"1292",69.2,71.5,"Bus Massachusetts Ave @ Trowbridge St","Arlington",0,0
"1293",133.5,127.2,"Bus Massachusetts Ave opp Lake St","Arlington",0,0
"1294",40.2,44.4,"Bus Massachusetts Ave @ Harlow St","Arlington",0,0
"1295",94.3,78.4,"Bus Massachusetts Ave @ Foster St","Arlington",0,0
"1296",35.3,36.3,"Bus Massachusetts Ave @ Wyman St","Arlington",0,0
"1297",30.1,40,"Bus Massachusetts Ave @ Franklin St","Arlington",0,0
"1298",250.1,269.6,"Bus Massachusetts Ave @ Medford St","Arlington",0,0
"1299",70.1,76.5,"Bus Massachusetts Ave @ Mystic St","Arlington",0,0
"1300",51.4,56,"Bus Massachusetts Ave @ Central St","Arlington",0,0
"1301",91.8,87,"Bus Massachusetts Ave @ Willow Ct","Arlington",0,0
"1302",94.2,90.8,"Bus 905 Massachusetts Ave","Arlington",0,0
"1303",8.4,9,"Bus Massachusetts Ave @ Prentiss Rd","Arlington",0,0
"1304",10.3,9.1,"Bus Massachusetts Ave @ Brattle St","Arlington",0,0
"1305",12.2,9.6,"Bus Massachusetts Ave @ Hobbs Ct","Arlington",0,0
"1306",6.3,8.5,"Bus Massachusetts Ave opp Appleton St","Arlington",0,0
"1307",0.9,1.7,"Bus Massachusetts Ave opp Daniels St","Arlington",0,0
"1308",1.6,1.9,"Bus Massachusetts Ave @ Park Ave","Arlington",0,0
"1309",67.1,57.6,"Bus Massachusetts Ave @ Norris St","Cambridge",0,0
"1310",46.1,35.4,"Bus Massachusetts Ave @ Haskell St","Cambridge",0,0
"1311",62.7,52.9,"Bus Massachusetts Ave @ Rindge Ave","Cambridge",0,0
"1312",83.5,94,"Bus Massachusetts Ave @ Walden St","Cambridge",0,0
"1313",30.6,30.8,"Bus Massachusetts Ave opp Beech St","Cambridge",0,0
"1314",103,93.6,"Bus Massachusetts Ave @ Linnaean St","Cambridge",0,0
"1315",142.4,121.4,"Bus Massachusetts Ave @ Shepard St","Cambridge",0,0
"1316",22.6,9.1,"Bus Massachusetts Ave @ Waterhouse St","Cambridge",0,0
"1317",302.8,280.7,"Bus Massachusetts Ave opp Waterhouse St","Cambridge",0,0
"1318",169.7,165.7,"Bus Massachusetts Ave @ Wendell St","Cambridge",0,0
"1319",57.3,66.9,"Bus Massachusetts Ave @ Exeter Park","Cambridge",0,0
"1320",409.9,363.9,"Bus Massachusetts Ave @ Davenport St","Cambridge",0,0
"1321",41.3,50.5,"Bus Massachusetts Ave opp Walden St","Cambridge",0,0
"1322",22.6,25.5,"Bus Massachusetts Ave opp Rindge Ave","Cambridge",0,0
"1323",62.9,71.5,"Bus Massachusetts Ave @ Dover St","Cambridge",0,0
"1324",10.1,6.7,"Bus Park Circle @ Park Ave","Arlington",0,0
"1325",15.8,16.7,"Bus Park Ave @ Wachusett Ave","Arlington",0,0
"1326",43.9,44.8,"Bus East Service Rd @ Park Ave Shelter","Belmont",0,0
"1327",1.7,2,"Bus East Service Rd @ Lamoine St","Belmont",0,0
"1328",64.1,68.2,"Bus East Service Rd @ Clifton St - Pedestrian Bridge","Belmont",0,0
"1329",6.9,6.2,"Bus East Service Rd @ Radcliffe Rd","Belmont",0,0
"1330",16.9,18.9,"Bus East Service Rd @ Pleasant St","Belmont",0,0
"1331",4,8.1,"Bus Brighton St @ Pleasant St","Belmont",0,0
"1332",5.6,4,"Bus Brighton St @ Cross St","Belmont",0,0
"1333",11.1,4.9,"Bus Brighton St @ Coolidge Rd","Belmont",0,0
"1334",13.4,12.6,"Bus Brighton St @ Eliot Rd","Belmont",0,0
"1335",27.9,21.6,"Bus Brighton St @ Hittinger St","Belmont",0,0
"1336",19.9,23.6,"Bus Blanchard Rd opp Normandy Ave","Cambridge",0,0
"1337",9.1,6.2,"Bus Blanchard Rd @ Merrill Ave","Cambridge",0,0
"1338",0.4,0.6,"Bus Blanchard Rd opp Merrill Ave","Cambridge",0,0
"1339",1.1,0.9,"Bus Blanchard Rd @ Normandy Ave","Cambridge",0,0
"1340",2.5,1.3,"Bus Brighton St @ Flanders Rd","Belmont",0,0
"1341",0.2,0.3,"Bus Brighton St opp Statler Rd","Belmont",0,0
"1342",0,1.4,"Bus Brighton St @ Oliver Rd","Belmont",0,0
"1343",0.5,0.9,"Bus Cross St @ Staunton Rd","Belmont",0,0
"1344",0,0,"Bus Cross St @ Gilmore Rd","Belmont",0,0
"1345",6.9,8.8,"Bus West Service Rd @ Venner Rd","Arlington",0,0
"1346",1.6,2.4,"Bus West Service Rd @ Highland Ave","Arlington",0,0
"1347",2.3,2,"Bus West Service Rd @ Pedestrian Bridge","Arlington",0,0
"1348",1.4,0.5,"Bus West Service Rd @ Hillcrest St","Arlington",0,0
"1349",1.9,0.6,"Bus West Service Rd @ Bellington St","Arlington",0,0
"1350",1.1,1.9,"Bus West Service Rd @ Park Ave","Arlington",0,0
"1351",1,0.6,"Bus Park Ave @ Cedar Ave","Arlington",0,0
"1352",0.4,0,"Bus Park Ave opp Wachusett Ave","Arlington",0,0
"1353",3.6,3.9,"Bus Park Circle @ Eastern Ave","Arlington",0,0
"1354",176.3,202.8,"Bus Medford St @ Massachusetts Ave","Arlington",0,0
"1355",7.3,6.8,"Bus Medford St @ Lewis Ave","Arlington",0,0
"1356",7.5,7.1,"Bus Medford St @ Hamlet St","Arlington",0,0
"1357",5.1,4.8,"Bus Medford St opp Hayes St - Medford Line","Arlington",0,0
"1358",8.9,12.7,"Bus High St @ Jerome St","Medford",0,0
"1359",4.7,9.4,"Bus High St @ Monument St","Medford",0,0
"1360",79.1,60.2,"Bus Boston Ave @ Harvard Ave","Medford",0,0
"1361",28.6,22.9,"Bus Boston Ave @ Holton St","Medford",0,0
"1362",55.1,48.1,"Bus Boston Ave @ Arlington St","Medford",0,0
"1363",53.9,48,"Bus Boston Ave @ Mystic Valley Pkwy","Somerville",0,0
"1364",115.3,98.3,"Bus Boston Ave @ Harris Rd","Medford",0,0
"1365",117.5,101.1,"Bus Boston Ave @ North St","Medford",0,0
"1366",40.9,37.9,"Bus Boston Ave @ Hillsdale Rd","Medford",0,0
"1367",221.2,197.8,"Bus Boston Ave @ Winthrop St","Medford",0,0
"1368",28.7,32.8,"Bus Boston Ave @ Tufts Garage","Medford",0,0
"1369",69,57.5,"Bus College Ave @ Boston Ave","Medford",0,0
"1370",138.4,113.4,"Bus College Ave @ Professors Row","Somerville",0,0
"1371",32.5,26.2,"Bus College Ave @ Powder House Sq","Somerville",0,0
"1372",33.7,28,"Bus Medford St @ Central St","Somerville",0,0
"1373",52.3,45.8,"Bus Medford St @ Sycamore St","Somerville",0,0
"1374",45.4,34.2,"Bus Medford St @ School St","Somerville",0,0
"1375",48.6,40,"Bus Pearl St @ Skilton Ave","Somerville",0,0
"1376",52.4,42.2,"Bus Pearl St @ Walnut St","Somerville",0,0
"1377",61.4,34.2,"Bus Pearl St @ McGrath Hwy","Somerville",0,0
"1378",8.1,54.3,"Bus Cross St @ Alston St","Somerville",0,0
"1379",40.8,179,"Bus Pearl St @ Cross St","Somerville",0,0
"1380",11.2,8.1,"Bus Pearl St @ McGrath Hwy","Somerville",0,0
"1381",22.3,22.3,"Bus Pearl St @ Walnut St","Somerville",0,0
"1382",13.1,9.6,"Bus Pearl St @ Bradley St","Somerville",0,0
"1383",21.2,11.7,"Bus Medford St @ School St","Somerville",0,0
